id,tagID,tagValue
1044,14::16::275::4938::850::25::78::79,ambient::new wave::post-punk::my favorites::cover::80s::alternative rock::alternative
2201,181::1105::2142::160::127::67,punk::steve abini::songs for gil::noise rock::seen live::noise
1346,181::2139::1222::2154::6767::850::182::8586::8723::25::9824::194::122,punk::halloween::hardcore punk::surf punk::jao bejbe::cover::punk rock::runaways::overproduced by martin hannet::80s::i love my dad taste::hardcore::old school
1373,2139::386::1::25::5818::194,halloween::heavy metal::metal::80s::4m4zinq::hardcore
989,1104::160::67::5939::25::275::11935,steve albini::noise rock::noise::80s hardcore::80s::post-punk::smash it up
1393,182::253::259::127,punk rock::rockabilly::psychobilly::seen live
1426,181::195::182,punk::british::punk rock
4,247::73::192::88::850::75::2206::12209,60s::rock::classic rock::psychedelic::cover::psychedelic rock::folk-rock::other great tracks
2342,73::79::78::9473::9821::10585,rock::alternative::alternative rock::rafa::inlove::jukebox project
1005,24::98::130::73::79::49::6253::8002::1039::10237::5322::11275::11614::352::134,pop::summer::female vocalists::rock::alternative::female vocalist::animals::drive::1997::bright and lovely::james bond::angry::wicked women::90s::singer-songwriter
496,73::226::81::79::370::8306::13::24::78,rock::california::indie::alternative::favorite::songs that remind me of summer 07-08::chillout::pop::alternative rock
324,345::530::73::4519::187::24::79::164::206::834,russian::chile::rock::tomoyasu hotei::electronica::pop::alternative::k-pop::<3::ukrainian
1967,73::352::78::3561::184::81::508::706::109::641::4356,rock::90s::alternative rock::high school::soundtrack::indie::love::2008::pop rock::top 40::favorite bands
1780,130::1098::134::6624::670,female vocalists::miserable::singer-songwriter::rolling stones top 500::girl power
2507,1097::79::24::49::134::13::25::850::130::1434::8573::184::213::611::11859::4140::208::12268,covers::alternative::pop::female vocalist::singer-songwriter::chillout::80s::cover::female vocalists::the beatles::life on mars::soundtrack::beautiful::canadian::heavenly voice::australia::diva::girl name songs
1947,81::824::4294::79::24::84::8309::9182::6976::78,indie::mellow::very dreamy::alternative::pop::indie rock::songs i sing with my mom::sxsw2006::i love this song::alternative rock
1972,389::24::195::78::73::6253::706::127::81::352::121,britpop::pop::british::alternative rock::rock::animals::2008::seen live::indie::90s::uk
268,192::72::73::737::1::191,classic rock::hard rock::rock::great lyrics::metal::instrumental
1608,386::1::72::25,heavy metal::metal::hard rock::80s
260,73::72::3829::88::543::4956::5741::81::9182::78::10691::360::11224::39,rock::hard rock::straight up modern rock::psychedelic::stoner rock::guerilla::the new wave of classic rock::indie::sxsw2006::alternative rock::triple j::australian::jackass number 2::dance
219,386::73::147::5532::10829::25::72,heavy metal::rock::top::baixar::80ss::80s::hard rock
988,72::1::352::1722::1023,hard rock::metal::90s::hard::1992
57,72::25::1076::1722::848::850::386::1284,hard rock::80s::rock n roll::hard::hair metal::cover::heavy metal::sleaze rock
607,387::3259::25::192::73::797::7804::195::424::33::12208,progressive rock::symphonic prog::80s::classic rock::rock::masterpiece::trevor horn::british::progressive::experimental::new wave and eighties
461,226::192::73::24::735::4773::4356,california::classic rock::rock::pop::70s::veronica mars::favorite bands
356,13::49::1734::24::130::625::8300::9825::127::512::134,chillout::female vocalist::neo-soul::pop::female vocalists::soul::good old times::just chillin::seen live::romantic::singer-songwriter
1131,134::24::130::73::6049::3572::184::12289::210,singer-songwriter::pop::female vocalists::rock::female artists::loved::soundtrack::life unexpected::00s
1152,24::167::105::3029::508::39::3394::3018::130::238::6418::18::8302::483::10387,pop::rnb::house::dolls::love::dance::the pussycat dolls::pussycat dolls::female vocalists::sexy::jessica sutta::electronic::great memories with my siss::party::fave tracks
403,167::24::1911::3790,rnb::pop::cool::fave songs ever
204,24::7938::9477::483::39,pop::pop covers::mauricio::party::dance
643,24::130::102::3531::30::399,pop::female vocalists::hip-hop::not me not i::german::popstars
354,24::130::771::1046,pop::female vocalists::underrated::1998
1818,130::14::24::2137::4711::321::1091::5687,female vocalists::ambient::pop::i am canadian::random songs::french::inspirational::montreal
1409,39::958::18::81::4886::21::7255::130::62::9819::11082::15::11644,dance::the pedofinder general::electronic::indie::female electronic::trip-hop::mistagged track::female vocalists::trip hop::my electro feelings::essential instrumental versions::downtempo::whisper
2694,201::18::134::24::39::3577,guilty pleasures::electronic::singer-songwriter::pop::dance::turkish
2022,59::13::14::364::7253::187::10110,drone::chillout::ambient::favorites::check::electronica::psychosis
2219,2144::32::5960::7995::33::9448::67,songs for sssi::avant-garde::merda::eldad::experimental::gan-radio::noise
2708,24::662::39::286::793::5860::167::18::7937::11186,pop::perfect::dance::pretty::fucking awesome::lets break it down::rnb::electronic::pop singles::we gotta fight fight fight fight fight for this love
137,13::14::15::1995::12041,chillout::ambient::downtempo::icelandic::todaysart
1500,551::2143::61::33::67,lastfm hipster artists::my angular favourites::industrial::experimental::noise
525,18::34::7256::13::9431::5687,electronic::minimal::berep guest dj closedmouth 239645::chillout::deepclash::montreal
2777,61::14::7252::18::33,industrial::ambient::berep shows the love::electronic::experimental
2710,14::6214::309::9447,ambient::knarziges klickgefrickel::electro::microsound
818,385::376::5::1,melodic death metal::metalcore::death metal::metal
1625,6::5532::61::385::5::91::1,industrial metal::baixar::industrial::melodic death metal::death metal::thrash metal::metal
2013,73::1223::134::24::185::508::292::39::724::5818::6701::13::7937::79::1671::8516::9825::16::10585::955::12539,rock::marisa mix::singer-songwriter::pop::acoustic::love::folk::dance::happy::4m4zinq::epically romantic::chillout::pop singles::alternative::summer song::raven girls top 20::just chillin::new wave::jukebox project::favourite::lmfao
899,61::2140::565::4886::10::6332::86::12,industrial::rock hard::dark electro::female electronic::harsh ebm::hardtek ebm synthpop::ebm::aggrotech
84,349::39::1357::18::187::128::24::8303::12024,teen pop::dance::eurodance::electronic::electronica::hit::pop::tbu::brings out the kid in me
1680,130::2140::2726::73::78::181::3::5008::9830::61::1::730,female vocalists::rock hard::favorite songs::rock::alternative rock::punk::goth rock::rocker chick::skream out loud::industrial::metal::love at first listen
2103,193::98::1873::73::839::134::2231::9666::9983,country::summer::favorite country music male::rock::sad::singer-songwriter::traditional country::sick sick sick::cma awards
2500,137::1::1964::73::72::2640::78,specials to 3mmey::metal::bouncy::rock::hard rock::beast::alternative rock
2515,189::2140::18::179::7587::130::61,industrial rock::rock hard::electronic::gothic::frauen und technik::female vocalists::industrial
1776,39::208::24::4589,dance::diva::pop::idols
2375,306::18::24::12307,male vocalists::electronic::pop::american idol 6
7,24::352::642::124::127::167::9473::9842,pop::90s::guilty pleasure::pop dance::seen live::rnb::rafa::new kids
755,193::11221,country::super catchy
2618,2084::24::130::73::1084,mena::pop::female vocalists::rock::2006
1384,6::2140::18::4098::1902::61::30::86::189,industrial metal::rock hard::electronic::kmfdm::interesting::industrial::german::ebm::industrial rock
251,193::24::201::1352::39::1871::370::230::130::5560::231::13::8300::210::1445::206,country::pop::guilty pleasures::love songs::dance::favorite country music female::favorite::love it::female vocalists::shania twain::ballad::chillout::good old times::00s::emotional::<3
2085,1097::1767::1871::130::193,covers::country ladies::favorite country music female::female vocalists::country
1862,193::201::1767::3547::49::213,country::guilty pleasures::country ladies::neat::female vocalist::beautiful
2220,1097::1767::1872::193::7493::210,covers::country ladies::favorite country music group::country::cheesy pop::00s
408,2191::79::6275::73::8574::955,college rock::alternative::happy song::rock::titans::favourite
1467,364::24::79::73::1040::352,favorites::pop::alternative::rock::1996::90s
2560,73::79::84::33::285::4289::176::127::191::234::370::9822::81::4665,rock::alternative::indie rock::experimental::awesome::songs ive obsessed over::emo::seen live::instrumental::amazing::favorite::remember him::indie::brand new
2763,285::185::134::2025::7252::826::292,awesome::acoustic::singer-songwriter::calm::berep shows the love::chill::folk
2254,81::130::13::24::1880::5469::1753::5286::4449::9670,indie::female vocalists::chillout::pop::one tree hill::sam and nick au::cute::the vampire diaries::90210::tiger
1869,364::73::1210::72::829::445,favorites::rock::southern rock::hard rock::blues::blues rock
1133,98::387::176::73::76::386::127::78,summer::progressive rock::emo::rock::progressive metal::heavy metal::seen live::alternative rock
2628,1368::184::511::8662::6900,funny::soundtrack::english::ni::title is a full sentence
1422,619::91::1,groove metal::thrash metal::metal
1200,193::1096::1876::130::5818::49::3572,country::chill zone::favorite country duo::female vocalists::4m4zinq::female vocalist::loved
294,1096::79::73::185::134::268::826::24::7648::13::706::850::11687,chill zone::alternative::rock::acoustic::singer-songwriter::surf::chill::pop::perfecttt::chillout::2008::cover::beach music
1108,1372::4::1,folk metal::black metal::metal
2393,102::39::103::1788::352::12029,hip-hop::dance::rap::fresh prince::90s::tinosoft
646,81::32::292::311::102::9945::79::104,indie::avant-garde::folk::reggae::hip-hop::fave::alternative::chill out
2521,238::771::24::8525::9828::18::719::130::292,sexy::underrated::pop::singing actresses::q sexy::electronic::gossip girl::female vocalists::folk
1590,18::102::285::6488::39::127::10593::2531,electronic::hip-hop::awesome::just some guy::dance::seen live::one-two-three-four::turntablism
1215,18::4711::130::24::7588::321,electronic::random songs::female vocalists::pop::ladytronica::french
970,192::3496::1911::73::184::25::8497,classic rock::artists::cool::rock::soundtrack::80s::all the best
123,81::3632::24::73::6854::134::127,indie::his music describes my empty love::pop::rock::vocalists i love::singer-songwriter::seen live
161,13::18::213::130::730::10691::12288::81,chillout::electronic::beautiful::female vocalists::love at first listen::triple j::pretty little liars::indie
193,2137::18::127::1534::1911::7256::9433::33::781,i am canadian::electronic::seen live::indietronica::cool::berep guest dj closedmouth 239645::in the chillwave family::experimental::2010
149,123::84::4289::8859::16,new york::indie rock::songs ive obsessed over::kicking::new wave
1647,94::47::33::127::2610::364::7806::8375::88::11877,winter::idm::experimental::seen live::new weird america::favorites::wishes he was brian wilson::what they worse live::psychedelic::awesome-ness
1369,81::67::127::370::292::6482::6628::364::8854::757::130::713::24::11263::14::73::481,indie::noise::seen live::favorite::folk::skins soundtrack::barkbarkdisco::favorites::buy this::indie folk::female vocalists::best song ever::pop::makes me want to shout it from a rooftop::ambient::rock::usa
2419,2143::33::127::275::364::10112::32::67,my angular favourites::experimental::seen live::post-punk::favorites::worth a second look::avant-garde::noise
2586,30::86::12::61,german::ebm::aggrotech::industrial
529,138::1::76::82::2317::3271::7::9639::1482,hard rock - metal::metal::progressive metal::doom metal::depressive rock::melancholic rock::gothic metal::arkadi::dark metal
1453,3085::391::127::14::33,ghostrock::shoegaze::seen live::ambient::experimental
2383,14::1512::7997::33,ambient::soundscape::tamir::experimental
2780,47::18::33,idm::electronic::experimental
1719,137::73::183::2::78::79::72::8303::10236,specials to 3mmey::rock::christian rock::alternative metal::alternative rock::alternative::hard rock::tbu::teen days
2327,103::102::227,rap::hip-hop::comedy
2624,39::354::1735::18::6900::713::98,dance::fun::club::electronic::title is a full sentence::best song ever::summer
1588,127::364::176::11485::84::11934,seen live::favorites::emo::to write love on my arms::indie rock::heartbroke
1434,376::1::91::5,metalcore::metal::thrash metal::death metal
118,180::178::6820::750::11935,post-hardcore::screamo::postcore::post hardcore::smash it up
688,1::91::194::738::127::2024::177,metal::thrash metal::hardcore::nu-metal::seen live::brazilian metal::nu metal
2175,5::76::1,death metal::progressive metal::metal
506,194::376::1006::6820::9337::180::170::203,hardcore::metalcore::mathcore::postcore::fromhell::post-hardcore::grunge::disco
721,194::1222::376::73,hardcore::hardcore punk::metalcore::rock
2454,18::39::3368::9472::713::24::12287,electronic::dance::makes me want to dance::cesar::best song ever::pop::melrose place
591,73::79::850::824::508::1348::78,rock::alternative::cover::mellow::love::great song::alternative rock
297,78::73::127,alternative rock::rock::seen live
2492,39::127::181::1::5129::6225::73::4397::11401,dance::seen live::punk::metal::folk punk::punk folk::rock::political::really great punk rock
183,18::9472::360::39::11936,electronic::cesar::australian::dance::dj gold
347,170::78::49::73::79::72::849::130::5008::8303::3882::1097,grunge::alternative rock::female vocalist::rock::alternative::hard rock::riot grrrl::female vocalists::rocker chick::tbu::tags::covers
366,137::552::1735::1316::3380::140::130::39::24::7579::9829::10647,specials to 3mmey::weeabo::club::jpop::japanesey::j-pop::female vocalists::dance::pop::ojsh::es pop mama::j-pop japanese jpop pop female vocalists japan japanese music asian
1771,275::176::78::662::11488,post-punk::emo::alternative rock::perfect::soundtrack of my childhood
1433,73::3225::134::8745::432::11488,rock::cazuza::singer-songwriter::melhor compositor do brasil::brazilian::soundtrack of my childhood
1037,849::130::2140::182::8711::181,riot grrrl::female vocalists::rock hard::punk rock::riot grrl::punk
884,187::432::79,electronica::brazilian::alternative
886,81::292::78::127::73,indie::folk::alternative rock::seen live::rock
2719,73::127::3378::24::352::13,rock::seen live::i saw them live::pop::90s::chillout
1003,96::184::24::1880::73::134::1041::526::127,spring::soundtrack::pop::one tree hill::rock::singer-songwriter::2005::piano::seen live
96,140::1316::4739::130::2666::18::2467::541::98::10648::159::24,j-pop::jpop::it could be so much better::female vocalists::japanese pop::electronic::mysterious::japanese::summer::j-pop japanese jpop pop anime j-rock female vocalists japanese music::anime::pop
2450,127::73::81::1880::79::13::8303::9821::11487::287,seen live::rock::indie::one tree hill::alternative::chillout::tbu::inlove::quod me nutrit me destruit::lovely
178,352::73::79::8499::9472::234::508,90s::rock::alternative::best songs of the 90s::cesar::amazing::love
595,285::72::7645::1358::73,awesome::hard rock::diego12::post-grunge::rock
76,137::139::140::184::541,specials to 3mmey::j-rock::j-pop::soundtrack::japanese
2465,24::98::79::109::4999::130::13::7995::6900::39::398::11499::229,pop::summer::alternative::pop rock::the corrs::female vocalists::chillout::eldad::title is a full sentence::dance::alternative pop::leftovergrooves::epic
1482,81::73::1800::181::249::84::127::9817::16::11693::121,indie::rock::cap::punk::garage rock::indie rock::seen live::indie luv::new wave::hype::uk
2656,885::961::201::16::395::25::2581::1048::17::4278::4938::191::9425::10092,fav songs::zadrotstvo::guilty pleasures::new wave::new romantic::80s::marc almond::1981::synth pop::curious about::my favorites::instrumental::deep-clash::blitz playlist
2765,18::364::81::719::39::127::73::1671::6976::12290::1097::12588,electronic::favorites::indie::gossip girl::dance::seen live::rock::summer song::i love this song::hellcats::covers::shiny toy guns
2030,81::78::84::8061::18::73::30::8024,indie::alternative rock::indie rock::cool as::electronic::rock::german::deutschland
1128,192::73::72::1722::8497::8826::6900,classic rock::rock::hard rock::hard::all the best::late night tunes::title is a full sentence
240,85::73::8605::10133::387::75,funk::rock::unsure::spooky::progressive rock::psychedelic rock
1142,192::25::4955::1911::1228::247::12209,classic rock::80s::1008::cool::guitar solo::60s::other great tracks
973,98::1549::85::6801::73::8638::735,summer::70::funk::cops::rock::funk soul rock sly larry jerry::70s
2087,76::5532,progressive metal::baixar
2651,181::91::1278::122,punk::thrash metal::crossover::old school
382,25::2191::79::78::4938::73::6628::780,80s::college rock::alternative::alternative rock::my favorites::rock::barkbarkdisco::legends
2028,1907::1889::76::5::542::14::229::743::385::10534,understandable lack of trousers::progressive death metal::progressive metal::death metal::avant-garde metal::ambient::epic::technical death metal::melodic death metal::alsolike
1642,16::1099::1223::265::279::181,new wave::christmas blend::marisa mix::ska::ska punk::punk
743,1893::181::194::6802::69::265::25::483,tracks that own::punk::hardcore::originals::dub::ska::80s::party
787,83::130::251::727::24::9828::287::1356,jazz::female vocalists::swing::vocal::pop::q sexy::lovely::50s
1122,81::79::84::78::9827::249::130::11933::121,indie::alternative::indie rock::alternative rock::i want to dance in my underwear::garage rock::female vocalists::girlamazing::uk
1187,563::8::4::10::11455,terrorbanana::terror ebm::black metal::harsh ebm::dawn of ashes -angels
1446,292::73::3599::130::6900::11860::12638,folk::rock::pagan::female vocalists::title is a full sentence::renaissance new age::ezbeni
2031,442::82::1::1644,sludge::doom metal::metal::fuck yeah
691,76::33::1::7961,progressive metal::experimental::metal::gayest song ever
2601,33::87::14::6444::46::10532::821,experimental::post-rock::ambient::coisa de deus::melancholy::wish list::post rock
1526,73::181::182::4397::127::11143,rock::punk::punk rock::political::seen live::the best of bad religion
351,1491::109::39::4711::486::5818::508::78::134::24::73,fav male singers::pop rock::dance::random songs::smile::4m4zinq::love::alternative rock::singer-songwriter::pop::rock
1099,72::73::1096::79::5819::78::1358::3572::12295,hard rock::rock::chill zone::alternative::f4nt4stic::alternative rock::post-grunge::loved::american idol 5
271,24::39::1097::1351::130::364::3200::18::7937::1671::9763::9972::483::30::12287,pop::dance::covers::vocal trance::female vocalists::favorites::cascada::electronic::pop singles::summer song::singalong::dance - trance::party::german::melrose place
83,83::15::7260::13::396::21,jazz::downtempo::heard on 30 jul 06 downtempo sampler radio::chillout::electroclash::trip-hop
2723,90::30::13::18::6657::327::801::12220,trance::german::chillout::electronic::blank and jones::progressive trance::hypnotic::light trip-hop
521,608::24::231,italian::pop::ballad
1791,79::24::109::8301::8981::9473::10246,alternative::pop::pop rock::lpa::light pop relaxing::rafa::my day sucks
2077,1930::13::18::62::14::299,nitin sawhney::chillout::electronic::trip hop::ambient::world
1115,824::25::1355::195::8503::24::8697,mellow::80s::christmas::british::best christmas songs::pop::heard on pandora
2060,130::13::18::85::24::370,female vocalists::chillout::electronic::funk::pop::favorite
868,84::391::5452::14::6628::364::352::81::13,indie rock::shoegaze::cigarettes::ambient::barkbarkdisco::favorites::90s::indie::chillout
2378,961::13::26::14::184::15::3577::8514::344,zadrotstvo::chillout::atmospheric::ambient::soundtrack::downtempo::turkish::movie songs::witch house
1295,2118::4954::73::26::306::72::192::12208::121,americana::at work::rock::atmospheric::male vocalists::hard rock::classic rock::new wave and eighties::uk
1927,226::25::24::73::192::1032::184::1387::13::2210::185::247::193::134,california::80s::pop::rock::classic rock::1991::soundtrack::country rock::chillout::roots rock::acoustic::60s::country::singer-songwriter
1537,23::443::13::1099::130::14::3599::24::853::346::74::824::27::12647,new age::new ag::chillout::christmas blend::female vocalists::ambient::pagan::pop::celtic::female::synthpop::mellow::ethereal::eire
764,393::81::836::391::4622::78::5925::79::46::11486::275::73,dream pop::indie::dreamy::shoegaze::mazzy star::alternative rock::somber::alternative::melancholy::marissa cooper::post-punk::rock
2724,25::78::8300::9820::308::127::10563::352,80s::alternative rock::good old times::idolo::latin::seen live::soda stereo::90s
2063,79::4102::4659::14::16::27::25::179,alternative::4ad::this mortal coil::ambient::new wave::ethereal::80s::gothic
2200,251::1790::1593::7252::8497::1356::83,swing::retro::popular::berep shows the love::all the best::50s::jazz
678,179::18::30::575,gothic::electronic::german::darkwave
1198,139::140::364::231::2850::141,j-rock::j-pop::favorites::ballad::better than lady gaga::visual kei
550,7::513::78::179::26::3261::56::79::607,gothic metal::nostalgic::alternative rock::gothic::atmospheric::atmospheric rock::melancholic::alternative::dutch
1935,81::1849::18::2726::33::79::21::2610::14::130::73::13::127,indie::orgasm::electronic::favorite songs::experimental::alternative::trip-hop::new weird america::ambient::female vocalists::rock::chillout::seen live
1176,13::80::24::25::16::39::511::10092,chillout::glam rock::pop::80s::new wave::dance::english::blitz playlist
2123,387::3496::25::4711::72::192,progressive rock::artists::80s::random songs::hard rock::classic rock
939,72::183::6765::79::1358,hard rock::christian rock::just could not get any better::alternative::post-grunge
1490,72::183::73,hard rock::christian rock::rock
750,192::24::7862::735::73,classic rock::pop::bond::70s::rock
1598,387::33::76::73::75::191::127,progressive rock::experimental::progressive metal::rock::psychedelic rock::instrumental::seen live
2502,137::78::73::72::4952::5819::7773::56::1358::10356,specials to 3mmey::alternative rock::rock::hard rock::oui fm::f4nt4stic::wesley reid scantlin::melancholic::post-grunge::mall metal
2553,24::39::483::9745,pop::dance::party::makes me wanna dance
1747,39::18::24::202::501,dance::electronic::pop::electro pop::pet shop boys
2622,139::364::541::7571::12029::12209,j-rock::favorites::japanese::j  rock::tinosoft::other great tracks
1911,24::39::1975::642,pop::dance::90s dance::guilty pleasure
1231,24::30::25::16,pop::german::80s::new wave
1583,137::127::139::541::2658,specials to 3mmey::seen live::j-rock::japanese::rock alternative
1973,39::24::8301::18::352,dance::pop::lpa::electronic::90s
975,39::1735::1975::24::8499::18,dance::club::90s dance::pop::best songs of the 90s::electronic
2187,201::1754::187::352::39::8300::9473::483,guilty pleasures::male vocalist::electronica::90s::dance::good old times::rafa::party
3,18::306::90::39::508,electronic::male vocalists::trance::dance::love
1091,201::247::24::184::735::17::195::8236::8503::306::5322::73::11830,guilty pleasures::60s::pop::soundtrack::70s::synth pop::british::1965::best christmas songs::male vocalists::james bond::rock::808state
1757,74::18::17::16::121,synthpop::electronic::synth pop::new wave::uk
111,13::21::18::187::6172::15::5514::824,chillout::trip-hop::electronic::electronica::special::downtempo::portugues::mellow
2306,128::192::1076::75::1236::73::607,hit::classic rock::rock n roll::psychedelic rock::1970::rock::dutch
2574,21::15::18::1833::7253::11469,trip-hop::downtempo::electronic::ninja tune::check::myfavoritesongs
919,376::378::76::1989,metalcore::deathcore::progressive metal::technical deathcore
1337,139::1::7561::9640::7,j-rock::metal::gothic japanese::bazarov::gothic metal
664,79::918::18::39::7252::127::9437::11492::81::11792::11935::1964::12209::12590,alternative::american artists::electronic::dance::berep shows the love::seen live::witch-clash::must see live before dying::indie::songs to download later::smash it up::bouncy::other great tracks::the faint
203,1986::376::378::1988,progressive deathcore::metalcore::deathcore::technical metalcore
1888,1986::1987::376::76::33,progressive deathcore::progressive metalcore::metalcore::progressive metal::experimental
2670,5::743::378,death metal::technical death metal::deathcore
2069,741::378::1006::376::76::194::5::1,grindcore::deathcore::mathcore::metalcore::progressive metal::hardcore::death metal::metal
1922,74::18::360::9432::16::84::187,synthpop::electronic::australian::broken-clash::new wave::indie rock::electronica
245,18::570::39::105::90::396::187::7659,electronic::techno::dance::house::trance::electroclash::electronica::exhilarating
1436,309::18::9472::9819::16::4328::10691::11877,electro::electronic::cesar::my electro feelings::new wave::friends::triple j::awesome-ness
654,187::33::2142::18::309::34::9431,electronica::experimental::songs for gil::electronic::electro::minimal::deepclash
1808,73::79::1098::176::206::1964::78::109::18::169::5818::228::184::8061::1671::8497::9506::9787::81::10235::24::10387::210::11486::12271::12287::9322::12398::12600,rock::alternative::miserable::emo::<3::bouncy::alternative rock::pop rock::electronic::pop punk::4m4zinq::catchy::soundtrack::cool as::summer song::all the best::ive got to breathe::que te valla mal mal mal cuando me veas -glee apestoso::indie::ill be ok::pop::fave tracks::00s::marissa cooper::life sucks::melrose place::best of 2006::the all-american rejects::all american rejects
444,24::1097::73::80::8208::8508::25::229,pop::covers::rock::glam rock::damn i love this fucking guy::best songs in the world::80s::epic
226,18::90::39::13::2006::607::824,electronic::trance::dance::chillout::duran duran::dutch::mellow
2137,18::309::16::9819::187,electronic::electro::new wave::my electro feelings::electronica
2469,39::13::1023::607::11613::352,dance::chillout::1992::dutch::btvs::90s
64,87::18::14::13::1995::15::425,post-rock::electronic::ambient::chillout::icelandic::downtempo::pastel
1190,137::78::73::79::234::24::1753::828::6510,specials to 3mmey::alternative rock::rock::alternative::amazing::pop::cute::finnish::power ballads
1093,73::2513::83::79::6628::370::10315::481,rock::leave me alone::jazz::alternative::barkbarkdisco::favorite::suicide songs::usa
1339,88::73::5142::6482::885::191::2393::84,psychedelic::rock::i dig you::skins soundtrack::fav songs::instrumental::other::indie rock
546,73::127::88::1290::81::5286,rock::seen live::psychedelic::sleaze::indie::the vampire diaries
1220,73::88::84,rock::psychedelic::indie rock
669,33::1458::88::81::4634::79::370::2244::713::14::184::8186,experimental::orchestral pop::psychedelic::indie::spiritualized::alternative::favorite::space rock::best song ever::ambient::soundtrack::floating
1574,78::1099::24::73::81::2661::6482::6816::885::69::216::8466::8029::8854::642::84::18::6900::10598::850::79,alternative rock::christmas blend::pop::rock::indie::groovy::skins soundtrack::geography::fav songs::dub::american::general alternative::tv themes::buy this::guilty pleasure::indie rock::electronic::title is a full sentence::songs that have whoo in them::cover::alternative
1317,184::541::14::18::3807::187::7755::10989::1097::13,soundtrack::japanese::ambient::electronic::blue::electronica::love japan::video games music::covers::chillout
1487,2196::78::134::79::127::73::24,new discovery::alternative rock::singer-songwriter::alternative::seen live::rock::pop
644,73::2196::84::79::7408::238::78::9182::425::216::5286,rock::new discovery::indie rock::alternative::lunic::sexy::alternative rock::sxsw2006::pastel::american::the vampire diaries
1986,2143::33::32::5930,my angular favourites::experimental::avant-garde::headphone music
852,95::84::2064::81::75::5452::6253::528::9817::73::330::193::11791::12209,autumn::indie rock::alt-country::indie::psychedelic rock::cigarettes::animals::folk rock::indie luv::rock::death::country::not-emo::other great tracks
962,1::73::72::1358::177,metal::rock::hard rock::post-grunge::nu metal
2488,2143::32::2762::78::33,my angular favourites::avant-garde::kick ass::alternative rock::experimental
300,33::4631::88::8882::67::84,experimental::spacemen 3::psychedelic::saxophones::noise::indie rock
33,73::432::693,rock::brazilian::mpb
655,73::3829::84::5327::9820::81::10691::185::719,rock::straight up modern rock::indie rock::lag::idolo::indie::triple j::acoustic::gossip girl
1394,79::78::73::8462::81::67::25::33::11877,alternative::alternative rock::rock::lastfm::indie::noise::80s::experimental::awesome-ness
1960,86::565::61::12,ebm::dark electro::industrial::aggrotech
1550,180::1210::1::6483::9315::10805::194,post-hardcore::southern rock::metal::complete sentences::awesomecore::dirty southern::hardcore
1326,194::376::1210::178::213,hardcore::metalcore::southern rock::screamo::beautiful
2312,73::3603::1::186::9314::178::8392,rock::awesome guitar jams::metal::emocore::precious::screamo::ich liebe dich
839,15::21::13::18,downtempo::trip-hop::chillout::electronic
2114,14::21::13::18::4648::1492::1847::8711::62::11082::11499,ambient::trip-hop::chillout::electronic::lamb::relax::manchester::riot grrl::trip hop::essential instrumental versions::leftovergrooves
2313,96::79::127::134::81::8667::8854,spring::alternative::seen live::singer-songwriter::indie::bom pra caralho::buy this
287,81::285::78::1097::73::850::1434::84::79::4140,indie::awesome::alternative rock::covers::rock::cover::the beatles::indie rock::alternative::australia
912,21::213::13::15,trip-hop::beautiful::chillout::downtempo
49,296::1534::18::73::4289::4301::81::187::5331::364::13::79::1::285::6450::512::8392::11791::11934,indie pop::indietronica::electronic::rock::songs ive obsessed over::officially shit::indie::electronica::electronic indie::favorites::chillout::alternative::metal::awesome::handclaps::romantic::ich liebe dich::not-emo::heartbroke
1034,169::73::79::206::181::182::2597::512::24::201::661::127::422::78::72::8497::8554::87::642::10230::230::210::11877,pop punk::rock::alternative::<3::punk::punk rock::tomfoolery::romantic::pop::guilty pleasures::ballads::seen live::male vocals::alternative rock::hard rock::all the best::blink punk::post-rock::guilty pleasure::listened more than 10 times in a row::love it::00s::awesome-ness
2078,387::191::1100::14::73::292::23::2415::8503::9639::13::18::824,progressive rock::instrumental::rain::ambient::rock::folk::new age::rio::best christmas songs::arkadi::chillout::electronic::mellow
133,192::72::3696::543::8826::642,classic rock::hard rock::really sad thing::stoner rock::late night tunes::guilty pleasure
194,72::73::25::88::1032::8503::24::192,hard rock::rock::80s::psychedelic::1991::best christmas songs::pop::classic rock
1727,229::1096::13::14::23::709::18::184::213::8500::191::844,epic::chill zone::chillout::ambient::new age::1982::electronic::soundtrack::beautiful::best songs of the 80s::instrumental::sensual
959,16::73::181::709::252::25::12208,new wave::rock::punk::1982::mod::80s::new wave and eighties
157,73::25::2363::2438::4711::192::735::24::364::72::8826::10826,rock::80s::ultimate rock ballads::cold case soundtrack::random songs::classic rock::70s::pop::favorites::hard rock::late night tunes::70ss
547,7::73::1365::89::1,gothic metal::rock::female fronted metal::symphonic metal::metal
2772,95::1739::2027::7::89::1::179,autumn::beautiful female vocalist::the battle of maldon::gothic metal::symphonic metal::metal::gothic
1480,7::5::179::89::8955::9474,gothic metal::death metal::gothic::symphonic metal::haired-red fronted woman::hans
1060,13::15::321::21::230::18::9819::16::7636::20::33,chillout::downtempo::french::trip-hop::love it::electronic::my electro feelings::new wave::hell::lounge::experimental
1097,73::28::30::182::6981,rock::deutsch::german::punk rock::deutschrock
2165,794::73::30::182::28,play this loud enough to raise the dead::rock::german::punk rock::deutsch
